file,model,ref,hyp,wer,time_sec,real_time
01_clear_fi.wav,tiny,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Lennestä saa puulla on tällaista syvennevämmä, että liikkua maaneet ja lähtöjä kiosan yli kalkkoon, tuoden lumiirändä ja visissa teetä, jotka ovat monin paikoin lumsaita.",0.7391304347826086,2.276291608810425,0.17622789082473725
02_dialect_fi.wav,tiny,"Se otti messiin Marian, kenen kans se styylas vakkaristi. Maria oli paksuna. Just ku ne oli siel, Maria joutu telakalle.Se busas poitsun. Se oli sen eka skidi. Se duunas sille jotain kapaloi ja pani sen hegojen skruudimestaan, ku ne ei ollu onnannu skaffaan luukkuu hodlasta."," Se otte mestiin marjankenen kanssa se stylasvakkaalisti, marjali paksona. Juskun olisi ja marja joututelakalli se pusas poitsun, saali sen eikäskipi, se tunnasti lejotaan kapaaloi ja panisen hekojen skruudimestaan, kun ei ole onnan oskaatvaa luukkuuhoitlast.",0.8444444444444444,2.2827484607696533,0.14717024427244665
03_noisybackground_fi.wav,tiny,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Nämä on näistä saa hieman, että syvenerä on matalapainen, joka liittyen maan eteliä kiesissa saa, kun on ruttia nusselisten pääntoaineissa, että olisi on jota pysyjää.",1.0869565217391304,1.7520830631256104,0.14959486117564377
04_whisper_fi.wav,tiny,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Lenni éstez a púlámmant, a helyes jövénemem, a több ailyen jó kavrik, mánit elenják is, ki a sárklik a contó elmúvíren, tennyül visz is a péltat, jutkábbat, vagy én paikok, én fúnszájtak.",1.391304347826087,2.2290966510772705,0.17859383690316735
05_simple_en.wav,tiny,A young whale is in the water near Germany. His name is Timmy. Timmy is very sick and tired. He cannot find the deep sea. He is all alone. A big fishing net hurts him. Now he is not strong enough to swim home.," A young wail is in the water, near Germany, his name is Timmy. Timmy is very sick and tired. He cannot find the deep sea, he is all alone. A big fishing net hurts him. Now he is not strong enough to swim home.",0.09090909090909091,1.5577921867370605,0.09984847266016211
01_clear_fi.wav,base,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Lännestä saa puhlauantaina syvenevämätala painen, joka liikkua maan etelät, jokiski osan yli kalkkoon, tuoden lumi, räntä ja vesisa teitä, jotka ovat monin paikoin rumsaita.",0.6086956521739131,3.31183123588562,0.2563981834351226
02_dialect_fi.wav,base,"Se otti messiin Marian, kenen kans se styylas vakkaristi. Maria oli paksuna. Just ku ne oli siel, Maria joutu telakalle.Se busas poitsun. Se oli sen eka skidi. Se duunas sille jotain kapaloi ja pani sen hegojen skruudimestaan, ku ne ei ollu onnannu skaffaan luukkuu hodlasta."," Se ottimestiin mariankenen kanssa se styylasvakkaristi, marialipaksuna. Juskun oli siellä, Maria joututela kalle, se busaspoitsun, sovisen ekkaskipi, se duunnassa leitö tai kapaloja, panisen heikojen skruudimestaan, kun ei ole oannonuskappaan luukkuuhodlast.",0.8222222222222222,3.824147939682007,0.24654524845335793
03_noisybackground_fi.wav,base,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Näin näistä sähinua on tänä syvenevää matalapain, joka pitkuu maan etelijäkisesä, kulikaarot on suolimmin, tai ne sisältelys on jotapuus mun mielestäni saada ruoksaäveliset.",1.0,3.0202443599700928,0.25787192699656597
04_whisper_fi.wav,base,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Lällestä saa puulauvan tai nasi venevää mata tapaa, joka viikkuut maan ja telemään keskiloja salki liikkaa, kontua edelluuvien häntä ja visissa teita, jotka ovat monin paikon fumsaita.",0.9130434782608695,3.136723279953003,0.25131231774968726
05_simple_en.wav,base,A young whale is in the water near Germany. His name is Timmy. Timmy is very sick and tired. He cannot find the deep sea. He is all alone. A big fishing net hurts him. Now he is not strong enough to swim home., A young whale is in the water near Germany. His name is Timmy. Timmy is very sick and tired. He cannot find the deep sea. He is all alone. A big fishing net hurts him. Now he is not strong enough to swim home.,0.0,2.611699342727661,0.16739985772115204
01_clear_fi.wav,large,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä ja keskiosan yli kaakkoon tuoden lumiräntä ja vesisateita, jotka ovat monin paikoin runsaita.",0.13043478260869565,49.6818323135376,3.846310590012007
02_dialect_fi.wav,large,"Se otti messiin Marian, kenen kans se styylas vakkaristi. Maria oli paksuna. Just ku ne oli siel, Maria joutu telakalle.Se busas poitsun. Se oli sen eka skidi. Se duunas sille jotain kapaloi ja pani sen hegojen skruudimestaan, ku ne ei ollu onnannu skaffaan luukkuu hodlasta."," Se otti messiin Marian, kenen kanssa se styylas vakkaristi. Maria oli paksunut. Just kun ne oli siellä, Maria joutui telakalle. Se busas poitsun, se oli sen ekas kivi. Se duunasi sille jotain kapaloa ja pani sen hekojen skruudimestaan, kun ei ollut onnannuskaffaan luukkuu hodlasta.",0.4,58.97439217567444,3.8021165500585914
03_noisybackground_fi.wav,large,"Lännestä saapuu lauantaina syvenevä matalapaine, joka liikkuu maan etelä- ja keskiosan yli kaakkoon tuoden lumi-, räntä- ja vesisateita, jotka ovat monin paikoin runsaita."," Lämmistä saapuu lauantaina syvenevä matala paine, joka liikkuu maan etelä- ja keski-osan yli kaupungin suoneen lumi- ja rantainvesisateen, jotka ovat monin paikoin tunsaita.",0.43478260869565216,51.20558404922485,4.371991487433483
